Phrase,Count
industry stakeholder engagement.,1
government relations,1
Introductory Finance,1
PPT,1
Microsoft Word,1
media industries,1
medical contribution to cross-functional teams,1
large language model usage,1
reporting writing,1
literature search analysis,1
new indication development,1
post-approval commitment management,1
clinical study execution,1
protocol development,1
Clinical trial concept development,1
NLPs,1
Azure Cognitive Services,1
Azure Cloud,1
Microsoft Copilot,1
Service Oriented Architecture,1
Webhook,1
API Management,1
Nodejs,1
agile methodology practices,1
social media marketing,1
SMS,1
email,1
Digital marketing,1
collaboratively in a team,1
scientific contribution to cross-functional teams.,1
multimedia,1
interdisciplinary team-oriented applied research environment,1
quality improvement,1
Cable,1
telecom,1
feedback provision.,1
judges,1
simulated evaluators,1
coherent multi-turn conversations,1
contextually appropriate dialogues,1
dialogue generation,1
cost reduction,1
safety considerations,1
latency reduction,1
multimedia analysis tasks.,1
teammates.,1
summarizing work effectively,1
producing high-quality well-documented code,1
prototyping improvements,1
adapting open-source models for use within a processing framework,1
multimedia analysis tasks,1
Summarizing work effectively,1
Producing high-quality well-documented code,1
Prototyping improvements,1
Adapting models for use within a processing framework,1
Licensing,1
Real estate leases,1
Vendor agreements,1
technical expertise.,1
AI expertise.,1
IBM WatsonX.,1
RedHat,1
open source frameworks,1
client value realization modeling,1
business framing,1
credibility building,1
trusted advisor,1
consultative style,1
MVP builds,1
solution architecture design,1
use-case identification,1
demonstrations,1
written communication.,1
Verbal,1
Problem-solving aptitude,1
Data governance,1
future visa sponsorship,1
work without a need for current,1
Notebooks,1
BS MS Information Systems,1
BS MS Artificial Intelligence,1
technical deep dives.,1
presentation UN,1
large scale development organizations,1
data analysis.,1
ML fairness,1
system scaling,1
fault-tolerant system design,1
distributed systems architecture,1
with distributed computing frameworks,1
software engineering with in distributed systems,1
Biomedical Sciences,1
Biology,1
Radiology,1
Medical terminology,1
ML principles in healthcare,1
ML equity,1
writing reportsdata analysis,1
ML ethics,1
regulatory standards,1
ethicsdata,1
develop educational resources,1
conduct training,1
engaging diverse stakeholders community representatives clinicians data scientists,1
assessment,1
data handling,1
protocols design,1
Data governance frameworks,1
business goal translation,1
AWS Ultra clusters,1
SaaS,1
manage multiple projects simultaneously.,1
Working proactively,1
Responding quickly to shifting priorities under tight deadlines,1
Balancing multiple matters simultaneously,1
creative solutions,1
Finding flexible,1
Making common-sense decisions in ambiguity,1
Assessing risks,1
Spotsing issues,1
Communicating complex legal issues to business partners,1
Navigating complex contractual terms,1
regulatory developments,1
employees on technical,1
Educating team,1
Leading internal AI usage review processes,1
Enabling adoption of AI tools for efficiency improvement,1
Embracing AI tools in an in-house legal department,1
alternatives,1
Recommending strategic solutions,1
Providing sound advice to business partners,1
features initiatives,1
analysis on various product,1
Conducting thorough review,1
analysis of unique legal issues,1
independently,1
judgment,1
High integrity,1
Adobe Premiere Pro,1
visual storytelling,1
keen eye for detail,1
Creative mindset,1
audio mixing.,1
color correction,1
pacing,1
animation,1
visual effects,1
motion graphics,1
Final Cut Pro,1
Proven with video editing software,1
Openness to taking on new tasks,1
team scaling.,1
efficiency management,1
strategic guidance,1
managing multiple priorities,1
drafting,1
J.D.,1
adopting new technologies,1
navigate technical details,1
multijurisdictional a plus,1
Language,1
novel physically based AI techniques,1
collaborative team work,1
developing trustworthy AI for Earth Science applications,1
Instructional Design,1
Adapt,1
Camtasia and,1
Basic with Adobe Captivate,1
Proven driving project timelines to meet program objectives with some IBM’s specific technology offerings in areas,1
Program,1
Training,1
work in an education-related,1
high-quality design work,1
MarTech platforms,1
AdTech,1
data-driven s,1
AI Platform,1
data governance principles.,1
data privacy AI governance emerging legal trends,1
case law,1
analyze regulatory frameworks,1
legal research,1
JD degree from an ABA accredited law school,1
career development.,1
performance evaluation,1
research to production pipeline,1
machine learning expertise,1
closing deals,1
Proven work in an education-related in Data Science,1
MS of Science Analytics,1
responsible deployment of AI,1
Data Science related,1
Technical team leadership as principal investigator on multi-disciplinary research,1
Cognitive RF,1
Cognitive EW,1
MS Degree with 10+ years of multi-disciplinary professional research,1
Doctorate with 8+ years,1
DoD applications relevance understanding,1
classification aid creation,1
prediction enhancement,1
novel methodologies development,1
computation efficiency improvement,1
direct visualization of machine derived results,1
ensemble model approaches,1
deep topological architecting principles for classification,1
feature extraction methods,1
mathematical underpinnings of TDA,1
topological data analysis,1
machine learning approaches,1
disciplineresearch facility location,1
Academic standing,1
outperform at interviews,1
requisite,1
technologies to be noticed by clients,1
exceptional,1
evaluating candidates,1
designing interview loops,1
predicting staffing needs,1
recruiting for teams,1
HALT testing.,1
ESS testing,1
HASS testing,1
test fixture design,1
COTS electrical equipment usage,1
automation of test sequences,1
test PCB design,1
Python scripting language,1
mechanical engineering concepts,1
Electrical engineering concepts,1
communication of scientific information,1
synthesis,1
AI model evaluation,1
visualizations for systematic reviews,1
dashboards,1
data analysis pipelines,1
methodologies into existing systems,1
integration of novel analyses,1
collaboration with research scientists,1
software application development,1
meta-analysis,1
dose response analysis,1
study evaluation,1
safety awareness,1
sustainability,1
quality management,1
TPU,1
org boundaries,1
communication across team,1
JavaScript.,1
supervision,1
cluster-level deployment,1
infrastructure design,1
other orchestrators,1
code optimization,1
machine learning stacks,1
GPU accelerators,1
responsible AI development.,1
cybersecurity understanding,1
explainability in machine learning,1
Fairness,1
adaptability.,1
testing tools expertise,1
continuous improvement methodologies,1
test documentation creation,1
small UAS,1
problem-solving skill,1
teamwork ability,1
inclusion mindset,1
development programs,1
Technical lead on capture of new business for research,1
Capture lead on capture of new business for research,1
adaptive user interfaces,1
observability platform,1
Splunk’s unified security,1
application development.,1
ServiceNow testing implementation,1
translate technical concepts into client-centric solutions,1
consultative sales approach,1
network within the ServiceNow community,1
Business development within ServiceNow,1
implementation guidance,1
customer success assistance,1
backend software development,1
in AI applications,1
such as fairness,1
Awareness of ethical considerations,1
data privacy standards,1
cost-efficiency at scale,1
optimizing computing resources,1
deploying AI-driven applications on AWS,1
varied datasets,1
extract actionable insights from complex,1
data pipelines for real-time data ingestion,1
GPT-based architectures,1
NLG techniques,1
Demonstrate solid frontend development,1
particularly with data-intensive applications,1
showing leadership on frontend design BS practices,1
bonus points for React,1
Adherence to ethical guidelines in AI development addressing issues of bias,1
KubernetesAI frameworks,1
reliability services,1
system monitoring,1
GPU-based AI infrastructure,1
SCSS.,1
SASS,1
implementation workflow,1
using Figma as part of a design,1
similar frontend frameworks,1
MobX,1
able to context switch as needed,1
frontend state management libraries like Redux,1
willingness to learn if not already proficient,1
